iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
2606,0,26,6,18,308.5,614.1,5.7,521.3,399.3,35.35,-118.85,1038.1,21.05,6/26/2018 18:00,-24,25,6,18,301.3,627,10.9,249.6,357.9,35.937,-120.591,127.2,25.55,189193.5364,-1.168696032,6/25/2018 18:00,6/26/2018 18:26,2018,18:26:41,43277.76806,43277.76853,35.35,-118.85,3406,1038.1488,2.032,203.2,143,,628,,,534.6,234.8,76.9,17.05,4.087,4.333,75.5,141.7,329,28.03,36.09,25.42,2.655,91.7,99.2,0.88,3.11,637,8.34,1.258,,0.692,0.376,1.627,,25.88,10.566,4.286,8.298,0.903,5.713,3.744,2.503,3.935,1352,43,173,602,3,117,170,19,,,,155,81,,4,,,,,,,,19,12,,5,7,,8,34,20,,,,,,4,8,,8,40,,,43,29,6,9,4,5,,4,3,5,3,3,5,5,,
2607,0,26,6,18,309.7,648.2,5.1,596.9,402.4,35.233,-118.733,1090.9,20.85,6/26/2018 18:00,-24,25,6,18,316.3,683.8,22.7,204.6,374.1,35.968,-120.263,0.6,42.05,171909.3397,-1.02941121,6/25/2018 18:00,6/26/2018 18:28,2018,18:28:43,43277.76944,43277.76994,35.23333333,-118.7333333,3579,1090.8792,1.963,196.3,132,,549,,,531.1,234.6,76.5,16.4,3.958,4.245,62,124.9,286,25.23,32.51,21.52,2.149,82.5,90.6,0.41,2.13,529,10.49,1.037,,0.55,0.311,1.479,,22.33,10.069,3.532,5.821,0.827,3.859,2.503,1.807,2.971,1037,30,158,352,10,47,67,8,,,,65,26,,7,,,,,,,,8,10,,3,,,,11,6,,,,,,,7,,,10,,,29,11,,,,,,,,,,,,,,
2608,0,26,6,18,307.7,593.8,6,474.1,397.5,35.317,-118.933,989.1,21.15,6/26/2018 18:00,-24,25,6,18,311.5,606.3,20.1,259.6,350.4,35.821,-120.506,0,36.85,166807.118,-1.187594326,6/25/2018 18:00,6/26/2018 18:31,2018,18:31:49,43277.77159,43277.77209,35.31666667,-118.9333333,3245,989.076,2.013,201.3,,,592,,,506.3,243.9,73.4,16.67,3.91,4.708,124.6,156.4,547,24.99,32.8,25.39,2.439,85.6,86.9,0.79,3.46,536,8.8,1.082,1.528,0.765,0.438,1.574,,22.47,9.291,4.028,7.913,1.293,6.388,5.089,3.25,,1531,86,238,767,10,128,255,21,,,,201,95,,6,,,,,,,,28,8,,,,,11,43,26,,,,,11,8,35,,9,29,,,53,50,9,11,7,3,,4,4,5,4,3,5,5,,
2609,0,26,6,18,307,563.9,6.3,406.9,394.5,35.417,-119.05,991.8,21.15,6/26/2018 18:00,-24,25,6,18,295.7,498.9,9.6,252.1,322.2,35.962,-121.155,268.8,18.75,233379.5407,-1.251519523,6/25/2018 18:00,6/26/2018 18:33,2018,18:33:42,43277.77292,43277.7734,35.41666667,-119.05,3254,991.8192,1.911,191.1,114,,579,,,507.6,233.2,71.9,16.41,3.658,3.539,53.4,113.8,284,24.08,29.26,19.73,2.127,85.6,77.8,0.29,2,512,8.8,1.145,1.644,0.514,0.363,1.467,,21.65,7.195,3.17,5.249,0.678,3.278,2.187,1.309,,961,31,151,260,,29,50,8,,,,22,11,,,,,,,,,,,,,,,,,4,,,,,,,,5,,,6,,,30,5,,,,,,,,,,,,,,
2610,0,26,6,18,310.1,550.8,4.6,369.2,393.4,35.533,-119.067,1456.6,19.95,6/26/2018 18:00,-24,25,6,18,307.3,542.1,5.1,189,376.2,36.89,-120.728,1165.9,21.85,235397.3618,-0.770638747,6/25/2018 18:00,6/26/2018 18:35,2018,18:35:47,43277.77431,43277.77485,35.53333333,-119.0666667,4779,1456.6392,1.922,192.2,122,,618,,,518.1,244.6,73,16.61,3.703,3.885,62.8,124.7,298,25.7,30.75,21.02,2.4,87.9,79.6,0.29,2.04,549,9.41,1.158,1.571,0.52,0.363,1.576,,21.94,8.211,3.229,5.458,0.722,3.519,2.259,1.36,,963,30,138,270,,30,51,8,,,,24,14,,,,,,,,,,,,,5,,,,4,,,,,,,,4,,,3,,,27,5,,5,,3,,,,3,3,3,4,6,,
2611,0,26,6,18,312.3,582.4,3.7,446.5,396.8,35.433,-118.933,1683.4,19.05,6/26/2018 18:00,-24,25,6,18,305.8,554.5,5.5,102.8,383.3,36.873,-120.064,1035.4,22.45,206663.9034,-0.559377078,6/25/2018 18:00,6/26/2018 18:37,2018,18:37:49,43277.77569,43277.77626,35.43333333,-118.9333333,5523,1683.4104,1.924,192.4,139,,584,,,504.3,239.1,71.7,16.65,3.58,3.304,57,114.7,283,24.26,29.83,21.03,2.365,84.9,86.3,0.3,2.18,523,9.57,1.098,1.674,0.52,0.379,1.767,,21.65,8.222,3.349,5.798,0.572,4.053,2.33,1.548,,1047,27,125,313,,40,69,7,,,,31,15,,5,,,,,,,,,,,,,,,4,,,,,,,,4,,,5,,,22,5,,,,,,,,,,,,,,
2612,0,26,6,18,311.2,629.6,13.9,556.6,400.6,35.317,-118.8,37.8,33.05,6/26/2018 18:00,-24,25,6,18,316.3,652,22.1,189.8,388.5,35.991,-119.443,0,42.35,123051.2624,-0.656159085,6/25/2018 18:00,6/26/2018 18:39,2018,18:39:52,43277.77708,43277.77769,35.31666667,-118.8,124,37.7952,1.883,188.3,124,,580,,,517.2,229.6,72.5,16.49,3.648,3.583,33.2,106.8,276,24.08,28.63,19.21,2.12,86,78.4,0.19,1.77,519,8.49,0.596,1.383,0.333,0.214,0.926,,22.86,5.708,2.188,2.95,0.337,1.688,0.967,0.634,,834,18,146,151,,14,24,5,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,25,3,,,,,,,,,,,,,,
2613,0,26,6,18,306.6,621.2,11.2,536.8,399.8,35.233,-118.85,59.1,28.65,6/26/2018 18:00,-24,25,6,18,316.4,653.8,22.1,193.2,388.5,35.982,-119.457,0,42.35,126133.676,-0.579520269,6/25/2018 18:00,6/26/2018 18:41,2018,18:41:19,43277.77847,43277.77869,35.23333333,-118.85,194,59.1312,1.905,190.5,119,,590,,,520,233.2,73.3,16.46,3.65,3.708,48.6,120.2,289,24.85,30.41,20.35,2.378,87.7,74.8,0.25,1.99,543,7.88,1.023,1.578,0.534,0.339,1.372,,21.38,7.04,2.791,4.672,0.434,3.065,1.616,1.17,,860,22,111,215,,25,41,,,,,19,10,,,,,,,,,,,,,7,,,,,,,,,,,,4,,,6,,,21,4,,,,,,,,,,,,,,
2614,0,26,6,18,312.3,582.9,3.7,448.8,396.6,35.333,-118.967,1682.8,19.05,6/26/2018 18:00,-24,25,6,18,307.1,551.4,5.2,135.3,380.6,36.868,-120.307,1150.5,22.35,223798.9671,-0.60744679,6/25/2018 18:00,6/26/2018 18:43,2018,18:43:49,43277.77986,43277.78043,35.33333333,-118.9666667,5521,1682.8008,1.944,194.4,114,,592,,,506,245.8,73.1,16.67,3.632,3.231,64.1,115.9,288,25.08,31.33,21.76,2.246,86,84.8,0.29,2.05,539,9.57,1.192,1.696,0.668,0.444,1.814,,21.85,8.143,3.672,6.412,1.01,4.674,2.77,1.741,,1104,25,125,348,3,45,77,6,,,,34,19,,,,,,,,,,6,,,,,,,5,3,,,,,,3,8,,,7,,,22,4,,,,,,,,,,,,,,
2615,0,26,6,18,311.7,560.4,4,397.6,394,35.45,-119.067,1647.4,19.25,6/26/2018 18:00,-24,25,6,18,307.6,543.9,5.1,131.5,380.9,36.917,-120.306,1210.3,22.25,211283.8817,-0.591976055,6/25/2018 18:00,6/26/2018 18:45,2018,18:45:50,43277.78125,43277.78183,35.45,-119.0666667,5405,1647.444,1.92,192,126,,590,,,516.9,228.7,73.1,16.57,3.677,3.951,57.6,117,292,24.69,30.23,21.13,2.392,86.4,78.8,0.28,2.04,542,9.87,1.13,1.691,0.62,0.39,1.751,,22.51,7.997,3.386,5.918,0.651,4.165,2.544,1.514,,992,26,114,318,,41,64,7,,,,29,15,,,,,,,,,,8,,,,,,,4,,,,,,,,,,,5,,,21,4,,,,,,,,,,,,,,
2616,0,26,6,18,302.8,551.2,9.5,351.5,390.8,35.617,-119.25,467.3,22.75,6/26/2018 18:00,-24,25,6,18,302.2,443.1,15.7,221.5,291.8,35.616,-120.851,0,27.95,154263.9418,-1.563427946,6/25/2018 18:00,6/26/2018 18:48,2018,18:48:38,43277.78333,43277.78377,35.61666667,-119.25,1533,467.2584,1.975,197.5,114,,604,,,521.8,240,73.9,16.71,4.003,6.339,114.4,143.7,303,25.36,31.42,24.33,2.525,87.1,82.3,0.85,2.59,558,11.71,1.227,2.086,0.81,0.458,1.709,,21.1,9.274,4.3,8.327,1.168,5.184,3.319,2.164,,1068,68,198,369,5,39,65,9,,,,55,22,,27,,,,,,,,10,,,8,4,,,11,7,,,,,,4,9,,,13,,,46,14,,,,,,,,,,,,,,
2617,0,26,6,18,302.2,555.1,9.9,301.1,388.2,35.75,-119.433,406.3,23.25,6/26/2018 18:00,-24,25,6,18,290,251.6,9.5,107.9,252.7,35.751,-121.537,72.2,16.45,213360.4715,-1.559482503,6/25/2018 18:00,6/26/2018 18:51,2018,18:51:38,43277.78542,43277.78586,35.75,-119.4333333,1333,406.2984,2.017,201.7,118,,593,,,514.5,243,72.3,16.74,3.892,5.714,110.4,136.8,306,25.05,33.02,23.83,2.514,85.8,91.1,0.68,2.58,545,9.26,1.375,1.696,0.847,0.471,1.879,,20.61,9.591,4.112,7.319,0.958,5.101,3.369,2.236,,1179,55,205,423,,52,84,12,,,,71,29,,8,,,,,,,,13,4,,,,,3,14,9,,,,,,7,10,,,13,,,43,17,,,,,,,,,,,,,,
2618,0,26,6,18,301.8,566.5,10.1,226.9,386,35.9,-119.6,397.2,23.65,6/26/2018 18:00,-24,25,6,18,290.8,268.6,9.2,101,248.1,36.15,-121.713,371.4,14.35,216783.8478,-1.414705332,6/25/2018 18:00,6/26/2018 18:54,2018,18:54:40,43277.7875,43277.78796,35.9,-119.6,1303,397.1544,1.951,195.1,116,,571,,,514.3,240.6,73.8,16.42,3.98,5.795,104.4,134.8,297,24.67,30.7,22.96,2.316,86.2,88.1,0.75,2.92,529,9.25,1.188,1.698,0.885,0.412,1.674,,22.59,8.906,3.751,6.653,0.726,4.542,3.134,2.052,,1143,38,179,341,,40,67,10,,,,63,23,,6,,,,,,,,9,,,,,,,12,7,,,,,,7,10,,,10,,,37,14,,,,,,,,,,,,,,
2619,0,26,6,18,302.5,580.6,9.6,185,384.7,36.05,-119.767,654.4,22.25,6/26/2018 18:00,-24,25,6,18,305.6,463.7,5.5,163.2,274.3,36.903,-121.686,1154.1,20.55,215720.9707,-1.055897261,6/25/2018 18:00,6/26/2018 18:57,2018,18:57:41,43277.78958,43277.79006,36.05,-119.7666667,2147,654.4056,1.946,194.6,136,,488,,,517.4,229,70.3,16.54,3.297,4.289,76.6,107.1,257,25.59,26.66,21.58,2.113,80.3,70.6,0.89,2.11,471,8.04,1.015,2.363,1.516,0.503,1.675,,17.67,7.685,3.074,6.337,0.574,3.755,6.248,4.088,,586,16,84,197,,25,47,4,,,,33,13,,,,,,,,,,,,,,,,,7,4,,,,,41,,7,,,7,,,24,8,,,,,,,,,,,,,,
2620,0,26,6,18,304.2,571.9,8.3,195.4,384.2,36.183,-119.867,854.4,21.85,6/26/2018 18:00,-24,25,6,18,307.4,487.6,5,170.8,278.5,36.999,-121.677,1283.1,20.95,206603.7757,-1.049795239,6/25/2018 18:00,6/26/2018 18:59,2018,18:59:50,43277.79112,43277.79155,36.18333333,-119.8666667,2803,854.3544,1.916,191.6,126,,585,,,518.3,237.3,73.4,16.59,3.703,3.796,53.6,115.7,286,25.05,30.78,19.01,2.129,85.9,81.7,0.32,1.84,528,8.49,0.935,1.535,0.553,0.324,1.258,,19.63,7.202,2.851,4.544,0.675,3.424,2.028,1.251,,1011,36,151,310,,43,78,7,,,,34,20,,,,,,,,,,8,6,,,,,,7,4,,,,,,,6,,,8,,,32,7,,,,,,,,,,,,,,
2621,0,26,6,19,304.8,803.3,8.4,193.9,580.9,36.217,-119.883,787,23.05,6/26/2018 19:00,-24,25,6,19,307.3,540.5,5.1,165.6,511.2,37.076,-121.641,1260.1,21.15,202521.7199,-1.01466458,6/25/2018 19:00,6/26/2018 19:00,2018,19:00:42,43277.79167,43277.79215,36.21666667,-119.8833333,2582,786.9936,2.012,201.2,107,,577,0.8,,506.5,231.3,72.8,16.3,3.779,4.112,64.2,124.4,291,23.93,30.42,21.78,2.311,85.6,82.3,0.68,2.28,527,11.86,1.059,1.766,0.653,0.441,1.507,,22.17,8.011,3.389,6.311,0.847,4.078,2.561,1.646,,1162,106,175,466,13,66,91,10,,,,66,29,,5,,,,,,,,10,7,,3,,,4,16,9,,,,,,6,9,,4,23,,,35,16,,3,,,,,,,,,,,,
2622,0,26,6,19,303.6,797.5,9.2,190.1,580.6,36.25,-119.9,542.5,24.35,6/26/2018 19:00,-24,25,6,19,306.7,525.5,5.2,146.9,498.1,37.214,-121.759,1216,21.15,210421.7169,-0.986852547,6/25/2018 19:00,6/26/2018 19:01,2018,19:01:42,43277.79236,43277.79285,36.25,-119.9,1780,542.544,2.027,202.7,104,,565,0.6,,504.5,229.2,73.9,16.47,3.422,3.879,77.5,136.3,294,25.26,30.75,22.59,2.478,87,81.3,0.42,2.38,517,8.36,1.009,1.539,0.643,0.373,1.408,,19.59,8.602,3.131,5.67,0.766,3.997,2.394,1.785,,1122,199,248,469,16,74,86,9,,,,68,28,,,,,,,,,,10,,,,,,3,13,8,,,,,,,18,,3,12,,,42,18,,3,,,,,,,,,,,,
2623,0,26,6,19,305.9,788.7,11,174.9,580,36.3,-119.933,172.5,30.35,6/26/2018 19:00,-24,25,6,19,305.7,495.2,5.5,138.4,480.5,37.228,-121.932,1152.6,20.85,210644.9272,-1.035202647,6/25/2018 19:00,6/26/2018 19:02,2018,19:02:40,43277.79306,43277.79352,36.3,-119.9333333,566,172.5168,2.052,205.2,112,,656,1.6,,519,234.2,80.7,16.62,3.803,4.48,78.4,126.3,292,26.86,35.41,23.58,2.415,86.1,86.1,0.53,2.36,538,12.02,1.034,1.829,0.679,0.399,1.499,,22.8,8.359,3.982,6.647,1.061,4.125,2.539,1.794,,1129,631,512,506,97,73,92,10,16,,,75,31,,13,7,,,,,,,11,12,,,4,,4,15,9,,,,,,3,10,,4,19,,,75,26,4,4,,,,,,,,,,,,
2624,0,26,6,19,302.9,777.9,9.2,165.7,579.6,36.35,-119.95,401.1,25.25,6/26/2018 19:00,-24,25,6,19,306.4,518,5.3,126.1,480.4,37.411,-121.907,1189.3,21.35,216192.1808,-0.964934115,6/25/2018 19:00,6/26/2018 19:03,2018,19:03:48,43277.79385,43277.79431,36.35,-119.95,1316,401.1168,2.049,204.9,122,,568,1.2,,507.9,231.5,72.9,16.19,3.792,4.759,71.3,124.6,289,25.2,31.89,23.47,2.372,85.9,82.1,0.44,2.3,530,10.64,1.137,1.653,0.773,0.413,1.561,,22.02,7.741,3.36,5.98,0.634,3.935,2.467,1.651,,1060,72,136,408,6,66,81,9,,,,59,26,,4,,,,,,,,6,7,,,,,,12,7,,,,,,5,7,,,11,,,26,13,,,,,,,,,,,,,,
2625,0,26,6,19,304.2,767,8.4,138.8,578.9,36.4,-119.983,760.2,23.25,6/26/2018 19:00,-24,25,6,19,307.3,537.3,5.1,140.3,500.6,37.303,-121.726,1257,21.35,198273.1602,-0.987143505,6/25/2018 19:00,6/26/2018 19:04,2018,19:04:45,43277.79444,43277.79497,36.4,-119.9833333,2494,760.1712,1.962,196.2,116,,574,,,512.8,242.3,72,16.51,3.724,5.266,108,141,300,25.37,31.8,23.96,2.368,87.3,86,0.64,2.99,529,9.72,1.274,1.627,1.152,0.456,1.763,,20.73,8.662,3.739,6.7,0.997,4.825,3.039,2.11,,1159,50,163,376,,48,78,9,,,,66,26,,6,,,,,,,,11,3,,,,,,11,7,,,,,,4,13,,,11,,,37,15,,,,,,,,,,,,,,
2626,0,26,6,19,304.7,773.2,8.4,241.5,581.2,36.35,-119.85,739.1,22.95,6/26/2018 19:00,-24,25,6,19,307.3,547.1,5.1,152.9,510.3,37.206,-121.639,1256.2,21.25,202330.0444,-1.022996285,6/25/2018 19:00,6/26/2018 19:07,2018,19:07:35,43277.79653,43277.79693,36.35,-119.85,2425,739.14,1.927,192.7,137,,602,,,524.2,237.9,74.8,16.71,3.751,4.348,65.2,116.5,290,25.05,31.46,20.88,2.359,86.7,84.3,0.26,2.01,548,9.87,1.252,1.676,0.546,0.388,1.587,,20.13,8.482,3.5,5.637,0.661,4.062,2.336,1.444,,978,26,114,338,,43,74,8,,,,33,16,,,,,,,,,,,4,,,,,,7,4,,,,,,,4,,,10,,,24,6,,,,,,,,,,,,,,
2627,0,26,6,19,304.2,794.6,9,252.5,582.6,36.183,-119.733,637.6,23.35,6/26/2018 19:00,-24,25,6,19,306.8,540.4,5.2,163.3,510.5,37.097,-121.646,1219.3,21.05,216112.4243,-1.023816563,6/25/2018 19:00,6/26/2018 19:10,2018,19:10:33,43277.79861,43277.79899,36.18333333,-119.7333333,2092,637.6416,1.997,199.7,111,,591,1.2,,523.3,241.1,74.4,16.26,3.778,4.869,65,121.7,296,25.38,31.08,22.2,2.327,87,82.5,0.4,2.25,540,9.87,1.3,1.73,0.617,0.41,1.732,,22,8.718,3.533,5.796,0.963,3.92,2.451,1.595,,1024,31,130,344,5,44,65,7,,,,42,20,,4,,,,,,,,7,,,,,,,9,5,,,,,,4,6,,,17,,,27,9,,,,,,,,,,,,,,
2628,0,26,6,19,303.9,813.8,9.4,179.4,582.5,35.983,-119.683,641.3,23.75,6/26/2018 19:00,-24,25,6,19,304.3,515.1,6,172.4,515,36.793,-121.536,1042.7,20.25,208921.9885,-1.0637854,6/25/2018 19:00,6/26/2018 19:13,2018,19:13:33,43277.80069,43277.80108,35.98333333,-119.6833333,2104,641.2992,1.953,195.3,113,,582,,,510.1,239.6,71,16.82,3.513,5.233,103.7,144.5,303,26.03,31.75,24.38,2.543,88.4,84,0.66,3,553,11.08,1.24,1.506,1.213,0.505,1.611,,20.74,9.261,3.618,6.517,0.781,4.344,2.845,2.107,,1144,47,165,362,,47,76,9,,,,74,31,,,,,,,,,,11,,,,,,,11,8,,,,,,,8,,,7,,,37,15,,,,,,,,,,,,,,
2629,0,26,6,19,304.2,773.8,9.2,262,584.3,35.833,-119.517,642.8,23.25,6/26/2018 19:00,-24,25,6,19,299.4,474.4,7.7,171.8,511.7,36.524,-121.486,762.9,18.25,210959.4967,-1.150572779,6/25/2018 19:00,6/26/2018 19:16,2018,19:16:35,43277.80278,43277.80318,35.83333333,-119.5166667,2109,642.8232,1.988,198.8,112,,583,,,520.9,237.4,73.5,16.59,3.973,5.736,110.1,135.4,302,25.63,32.75,23.21,2.517,86.2,93.2,0.72,2.78,550,12.02,1.396,1.844,0.838,0.453,1.84,,21.78,9.741,4.15,7.493,1.134,4.865,3.638,2.18,,1179,49,182,415,,50,83,7,4,,,63,25,,6,,,,,,,,6,,,,,,,12,7,,,,,8,,12,,,9,,,38,14,,,,,,,,,,,,,,
2630,0,26,6,19,304.5,741,8.9,327.9,586.8,35.683,-119.333,639.5,22.95,6/26/2018 19:00,-24,25,6,19,293.5,380.8,9.7,168.1,498.9,35.859,-121.369,140.2,18.65,212373.6422,-1.454279075,6/25/2018 19:00,6/26/2018 19:19,2018,19:19:36,43277.80486,43277.80528,35.68333333,-119.3333333,2098,639.4704,1.944,194.4,141,,606,,,522.4,239.7,74.1,16.71,3.929,5.347,76.6,127.2,303,24.88,31.08,21.99,2.383,86.9,84.1,0.6,2.91,556,10.49,1.418,1.704,0.641,0.413,1.664,,22.36,8.587,3.799,7.069,1.219,4.385,3.022,1.528,,1060,69,161,334,39,37,63,8,14,,,42,9,,4,,,,,,,,4,,,4,4,,,9,4,,,,,,,8,,,11,,,36,13,,,,3,,3,,,,,5,6,6,
2631,0,26,6,19,306.7,721.7,7.1,366.5,589,35.567,-119.183,940,21.75,6/26/2018 19:00,-24,25,6,19,297.4,499.2,8.5,196.6,523.4,36.389,-121.355,591.3,17.75,238665.7531,-1.122264048,6/25/2018 19:00,6/26/2018 19:22,2018,19:22:38,43277.80694,43277.80738,35.56666667,-119.1833333,3084,940.0032,1.91,191,78,,581,,,510,233.1,70.7,16.29,3.526,3.62,66.2,123.7,286,24.23,30.26,20.83,2.22,86.7,76.9,0.3,2.11,523,9.26,1.076,1.561,0.57,0.332,1.484,,20.1,6.622,3.256,5.537,0.543,4.021,2.264,1.497,,979,21,129,302,,36,60,7,4,,,30,15,,,,,,,,,,,,,,,,,4,,,,,,,,5,,,8,,,25,5,,,,,,,,,,,,,,
2632,0,26,6,19,306.5,754.5,7.3,300.8,585.6,35.75,-119.417,974.4,21.85,6/26/2018 19:00,-24,25,6,19,306,570.3,5.5,196.1,535.9,36.777,-121.332,1110.5,20.95,225854.2954,-0.974026201,6/25/2018 19:00,6/26/2018 19:26,2018,19:26:35,43277.80972,43277.81013,35.75,-119.4166667,3197,974.4456,1.981,198.1,125,,582,,,515.7,226.4,76.7,16.3,3.851,3.907,71.8,121.9,289,25.18,30.68,23.11,2.217,83,95.9,0.52,2.32,545,9.33,1.805,0.855,0.755,0.488,1.811,,22.29,13.52,4.307,7.685,1.757,5.12,3.435,2.085,3.101,1253,48,181,415,4,50,89,16,3,,,48,25,,4,,,,,,,,,,,7,,,,9,5,,,,,11,26,7,,,49,,,41,10,3,6,,4,,,,,,,5,7,,
2633,0,26,6,19,306.1,791.8,7.5,226.9,583.4,35.9,-119.6,971.4,22.15,6/26/2018 19:00,-24,25,6,19,306.8,567.4,5.2,197.4,535.9,36.745,-121.325,1166.1,21.25,203688.6416,-1.015642682,6/25/2018 19:00,6/26/2018 19:29,2018,19:29:32,43277.81181,43277.81218,35.9,-119.6,3187,971.3976,1.898,189.8,153,,563,,,507,230.5,75.1,16.12,3.57,3.198,44,105.8,276,24.17,27.45,19.73,2.038,82.3,85.4,0.26,1.86,525,7.92,1.171,0.757,0.64,0.346,1.339,,20.24,7.069,2.787,4.773,0.657,3.231,1.905,1.335,1.544,1037,45,186,287,12,30,63,7,,,,22,15,,,,,,,,,,,,,3,,,,4,,,,,,,,8,,,,,,44,8,,,,,,,,,,,,,,
2634,0,26,6,19,306.4,826.2,7.1,179.6,581.8,36.05,-119.8,1042.1,22.25,6/26/2018 19:00,-24,25,6,19,307.7,548.9,5,178.6,521,36.932,-121.522,1280.5,21.15,203295.8677,-0.994645799,6/25/2018 19:00,6/26/2018 19:32,2018,19:32:33,43277.81389,43277.81427,36.05,-119.8,3419,1042.1112,1.88,188,106,,561,,,507.6,228.3,73.5,16.08,3.684,3.388,41,101.8,278,24.68,28.71,17.95,2.116,81.5,84.4,0.26,1.7,548,7.53,0.427,0.769,0.52,0.326,1.331,,18.36,10,2.744,3.914,0.694,2.445,1.671,1.067,1.337,820,24,126,211,,25,43,7,,,,22,12,,,,,,,,,,,,,5,6,,,5,,,,,,,,10,,,34,,,28,8,,,,,3,,,,,,10,14,,
2635,0,26,6,19,309.5,821.8,4.9,142.1,579.9,36.167,-120.017,1511.8,21.05,6/26/2018 19:00,-24,25,6,19,309.5,530,4.3,132.1,491.9,37.37,-121.803,1445.4,21.75,216417.852,-0.862356574,6/25/2018 19:00,6/26/2018 19:35,2018,19:35:39,43277.81597,43277.81642,36.16666667,-120.0166667,4960,1511.808,1.85,185,76,,570,,,507.5,226.3,72.2,16.39,3.818,3.206,17.5,99.1,271,24.66,26.7,17.07,2.027,82.9,77,0.19,1.29,548,8.82,0.108,0.573,0.332,0.165,0.416,,20.69,4.174,1.213,1.019,0.22,0.637,0.348,0.295,0.303,577,11,61,51,,,8,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,12,,,,,,,,,,,,,,,
2636,0,26,6,19,303.1,734.2,8.2,167.2,581.3,36.283,-120.233,494.4,24.45,6/26/2018 19:00,-24,25,6,19,306.2,502.1,5.4,138.6,483.3,37.242,-121.902,1188,21.05,193012.8866,-0.939916381,6/25/2018 19:00,6/26/2018 19:38,2018,19:38:34,43277.81806,43277.81845,36.28333333,-120.2333333,1622,494.3856,1.956,195.6,85,,522,1.7,,504,242.5,71.6,16.65,3.467,3.49,59.9,110.6,273,24.65,26.34,21.41,2.1,81.2,89.9,0.4,1.91,523,7.79,1.008,0.75,0.844,0.464,1.435,,20.78,7.302,3.006,5.557,1.384,4.725,2.9,1.968,2.714,1071,46,110,467,4,98,182,11,,,,78,43,,,,,,,,,,12,,,,,,3,13,8,,,,,,,11,,4,14,,,26,11,,,,,,,,,,,,,,
